leaid,leaname,fips,stateabb,gsmean_pool,gsgrdslope_pool,gscohslope_pool,gsmathslope_pool,gsmeanse_pool,gsgrdslopese_pool,gscohslopese_pool,gsmathslopese_pool
1806900,MITCHELL COMMUNITY SCHOOLS,IN,IN,-0.044738982,0.949994066,0.058906429,0.050454558,0.05458256,0.04698428,0.035765096,0.105453362
1807020,COWAN COMMUNITY SCHOOL CORP,IN,IN,0.141318912,0.903958293,-0.056820366,-0.121402976,0.067328269,0.057034062,0.042863463,0.128239298
1807080,MONROE CENTRAL SCHOOL CORP,IN,IN,0.263587289,1.012401084,0.20230185,-0.082218009,0.061930053,0.053713022,0.040105848,0.11834459
1807110,EASTERN PULASKI COM SCH CORP,IN,IN,1.106076482,0.987935146,0.24030999,-0.108138381,0.060908786,0.051671738,0.039925618,0.116706398
1807140,MOORESVILLE CON SCHOOL CORP,IN,IN,0.665297562,1.077163489,0.12556488,0.282773502,0.048823768,0.042607458,0.032630624,0.094903502
1807230,MT PLEASANT TWP COM SCH CORP,IN,IN,0.790458684,1.145430725,0.138406433,-0.213593653,0.054174734,0.047307872,0.035775127,0.104778488
1807260,MT VERNON COMMUNITY SCH CORP,IN,IN,0.651928676,0.916963786,-0.042541379,0.284238713,0.049316056,0.042962748,0.032955237,0.095828453
1807290,M S D MOUNT VERNON,IN,IN,0.633764255,0.976483532,0.089062362,0.103220239,0.053800332,0.046393814,0.035602285,0.103951238
1807320,MUNCIE COMMUNITY SCHOOLS,IN,IN,-0.577177415,0.862091386,0.089027617,0.171606455,0.04808713,0.041967328,0.032073301,0.093516819
1807350,SCHOOL TOWN OF MUNSTER,IN,IN,1.294640203,1.05624751,0.140293369,-0.187882647,0.050410598,0.043844789,0.033499664,0.097898472
1807380,NETTLE CREEK SCHOOL CORP,IN,IN,0.345670568,1.03897323,0.154007069,-0.269567428,0.062257008,0.052896335,0.039962666,0.119075059
1807410,NEW ALBANY-FLOYD CO CON SCH,IN,IN,0.554737443,1.126655566,0.179508957,0.168876609,0.046082058,0.04042758,0.03094989,0.089816619
1807440,NEW CASTLE COMMUNITY SCH CORP,IN,IN,0.293148185,1.052030147,0.167985174,0.158495673,0.050437099,0.043740265,0.033506485,0.09787528
1807470,M S D OF NEW DURHAM TOWNSHIP,IN,IN,0.253830806,0.780897222,0.036220462,0.063235764,0.064974627,0.05488738,0.041685467,0.123852617
1807560,NEW PRAIRIE UNITED SCHOOL CORP,IN,IN,0.775050596,0.946470535,0.123640603,-0.095989433,0.051419924,0.044456127,0.034054652,0.099698185
1807620,NINEVEH-HENSLEY-JACKSON UNITED,IN,IN,0.787698658,0.897221256,0.0858759,0.150459233,0.054176109,0.047021432,0.035948733,0.104676144
1807650,NOBLESVILLE SCHOOLS,IN,IN,1.359605449,0.965696909,0.037314591,0.204788919,0.046646386,0.040898944,0.031304482,0.090865809
1807680,NORTH ADAMS COMMUNITY SCHOOLS,IN,IN,0.548262732,1.005004705,0.094585901,0.460175979,0.057177639,0.048678987,0.037466729,0.110159278
1807710,NORTH DAVIESS COM SCHOOLS,IN,IN,0.699507955,1.042701439,0.139849279,0.15446477,0.062755673,0.05223993,0.040392012,0.119692942
1807770,NORTH GIBSON SCHOOL CORP,IN,IN,0.423629689,1.047094568,0.06811666,0.526172279,0.054643197,0.047184308,0.036000074,0.105608013
1807800,NORTH JUDSON-SAN PIERRE SCH CORP,IN,IN,-0.214563185,1.123520495,0.160699742,0.136351621,0.060979606,0.052020401,0.039306197,0.117012427
1807830,NORTH KNOX SCHOOL CORP,IN,IN,0.136608621,0.669944062,-0.189325546,0.069086144,0.061695348,0.051693243,0.038653921,0.117835887
1807860,NORTH LAWRENCE COM SCHOOLS,IN,IN,0.021818591,0.886868425,0.036081195,0.086098559,0.048232066,0.042183693,0.032307622,0.093801076
1807890,NORTH MIAMI COMMUNITY SCHOOLS,IN,IN,0.272461485,1.08538998,0.117864543,0.138426348,0.061543378,0.052608263,0.039933189,0.118163824
1807900,NORTH MONTGOMERY COM SCH CORP,IN,IN,0.129808127,0.871835352,-0.05040267,0.126942457,0.054555153,0.047223329,0.036101094,0.105331155
1807920,NORTH NEWTON SCHOOL CORP,IN,IN,0.140998033,0.958286122,0.070973081,0.240712801,0.057311696,0.049524007,0.03746748,0.110437708
1807950,M S D NORTH POSEY CO SCHOOLS,IN,IN,0.824321603,1.092287747,0.09851591,0.131973282,0.058402203,0.049412894,0.037731742,0.112344557
1807980,NORTH PUTNAM COMMUNITY SCHOOLS,IN,IN,0.053846912,0.875084187,0.017965569,-0.105345274,0.055320325,0.047534205,0.036350423,0.106739873
1808010,NORTH SPENCER COUNTY SCH CORP,IN,IN,1.675182354,0.987565217,0.106336352,0.404290844,0.056364726,0.048251236,0.036845133,0.108622997
1808040,NORTHERN COM SCH TIPTON CO,IN,IN,0.029314111,0.96580031,0.011598482,0.534128445,0.064997747,0.054230798,0.041801717,0.123973701
1808070,NORTH VERMILLION COM SCH CORP,IN,IN,-0.49293499,1.071093607,0.027137174,0.411890407,0.069855128,0.057797284,0.044162715,0.132207573
1808100,NORTH WEST HENDRICKS SCHOOLS,IN,IN,1.564618001,0.91639854,0.137696231,0.009087405,0.054096901,0.046559655,0.035770068,0.10456809
1808120,NORTHEAST DUBOIS CO SCH CORP,IN,IN,0.982692751,1.053719608,0.060598289,0.612941551,0.064634207,0.054871773,0.0412949,0.123362243
1808130,NORTH WHITE SCHOOL CORP,IN,IN,0.053581264,1.093516409,0.29458777,0.065574155,0.066792854,0.055499921,0.042349767,0.127043418
1808160,NORTHEAST SCHOOL CORP,IN,IN,-0.400557747,0.93681266,0.073596761,0.225809351,0.058835432,0.050133558,0.038437318,0.112974019
1808190,NORTHEASTERN WAYNE SCHOOLS,IN,IN,0.162367203,0.987157366,0.05029474,0.418394123,0.059772063,0.050844715,0.038828246,0.114917124
1808220,NORTHERN WELLS COM SCHOOLS,IN,IN,0.944115541,1.022635092,0.115876516,-0.056436171,0.053753711,0.047171887,0.035636989,0.103955921
1808250,NORTHWEST ALLEN COUNTY SCHOOLS,IN,IN,1.209245807,1.020551783,0.038489297,0.176004853,0.047277737,0.041264963,0.031638421,0.092031685
1808280,SHENANDOAH SCHOOL CORPORATION,IN,IN,0.605008929,1.093170315,0.03152972,0.234976141,0.057671735,0.049327387,0.037506585,0.111024252
1808310,NORTHWESTERN CON SCHOOL CORP,IN,IN,0.669100031,0.940150935,0.039112963,0.448608447,0.059483397,0.05101323,0.03872641,0.114121896
1808340,OAK HILL UNITED SCHOOL CORP,IN,IN,0.725020646,0.968800623,0.036026437,0.198010266,0.057358746,0.04996715,0.037544386,0.110635002
1808460,OREGON-DAVIS SCHOOL CORP,IN,IN,-0.076870387,0.892844106,0.098100878,0.187876141,0.072958875,0.059273758,0.046008016,0.137431338
1808490,ORLEANS COMMUNITY SCHOOLS,IN,IN,0.577206725,0.782051227,-0.08511983,-0.122484107,0.066732375,0.056130478,0.042362722,0.126930302
1808640,PAOLI COMMUNITY SCHOOL CORP,IN,IN,0.28172125,0.872778256,-0.009957276,0.098546037,0.057678264,0.049326776,0.037412546,0.11087681
1808760,PENN-HARRIS-MADISON SCH CORP,IN,IN,1.541101981,1.179125263,0.174016683,0.108311533,0.046601434,0.040815785,0.031310522,0.090789048
1808820,M S D PERRY TOWNSHIP,IN,IN,0.578189663,0.90245662,-0.037108058,0.412697669,0.046029378,0.040417218,0.030929456,0.089718598
1808850,PERU COMMUNITY SCHOOLS,IN,IN,0.385995859,1.152845022,0.132535576,0.121092085,0.053748275,0.046385219,0.035612127,0.103898023
1808900,PIKE COUNTY SCHOOL CORP,IN,IN,0.412361184,0.917421567,0.067675003,0.081045584,0.054571476,0.047060072,0.035917528,0.105423968
1808910,M S D PIKE TOWNSHIP,IN,IN,-0.418278629,0.911686931,0.040177026,0.169473229,0.046227694,0.040600979,0.031046058,0.090073324
1808940,PIONEER REGIONAL SCHOOL CORP,IN,IN,0.672293066,0.886284699,-0.057062942,0.273131557,0.062871692,0.053173755,0.040252434,0.120026179
1808970,PLAINFIELD COMMUNITY SCH CORP,IN,IN,1.423316826,0.931232682,0.08283095,0.140938497,0.048656308,0.042316913,0.032488128,0.094584391
1809000,EAST PORTER COUNTY SCHOOL CORP,IN,IN,1.446259154,0.787672232,0.070437285,-0.31761437,0.052013562,0.044963207,0.03450951,0.100762401
1809060,PLYMOUTH COMMUNITY SCHOOL CORP,IN,IN,0.657230665,0.999078764,0.118201116,0.315942491,0.050292861,0.043818634,0.03345965,0.097587459
1809120,JOHN GLENN SCHOOL CORPORATION,IN,IN,0.424323099,0.938667415,-0.029514148,0.097113972,0.054409593,0.04681137,0.035967869,0.105145395
1809150,PORTAGE TOWNSHIP SCHOOLS,IN,IN,0.600167174,0.846144986,-0.001154117,0.207594259,0.04641192,0.040779755,0.031211585,0.090431794
1809180,PORTER TOWNSHIP SCHOOL CORP,IN,IN,0.912749355,0.903437855,-0.026115799,-0.169518313,0.057122887,0.048333808,0.037077973,0.110048959
1809300,PRAIRIE HEIGHTS COM SCH CORP,IN,IN,0.043707468,1.003680461,0.048115777,0.025324405,0.058592166,0.049913937,0.037910061,0.112505312
1809360,WEST CENTRAL SCHOOL CORP,IN,IN,0.02840308,0.816497879,-0.064957359,0.1295088,0.06774177,0.056181931,0.043205649,0.128434862
1809370,WEST CLARK COMMUNITY SCHOOLS,IN,IN,0.114023969,1.038326425,0.055704474,0.063599479,0.049143538,0.042764933,0.032733532,0.095525251
1809420,RENSSELAER CENTRAL SCHOOL CORP,IN,IN,0.101579516,0.932492659,0.073676522,-0.028680143,0.056367725,0.04885604,0.03717168,0.108630436
1809480,RICHLAND-BEAN BLOSSOM C S C,IN,IN,0.130994904,0.974465691,0.061875155,-0.202446225,0.05290424,0.045885569,0.034909419,0.102360793
1809510,RICHMOND COMMUNITY SCHOOLS,IN,IN,-0.239724604,1.11685167,0.159889274,0.031844275,0.048641806,0.042419151,0.032513032,0.094565258
1809600,RISING SUN-OHIO CO COM,IN,IN,0.178115791,0.943229026,0.037015745,-0.618295048,0.064606973,0.05437568,0.041459243,0.123145781
1809630,ROCHESTER COMMUNITY SCH CORP,IN,IN,0.709233477,1.026476407,0.064719167,0.493155714,0.055378076,0.047581038,0.036566211,0.106861836
1809660,ROCKVILLE COMMUNITY SCHOOL CORP,IN,IN,-0.020496123,1.004766249,-0.048781361,0.153064852,0.080072517,0.067642364,0.055832086,0.141598104
1809690,MERRILLVILLE COMMUNITY SCHOOL,IN,IN,-0.283276529,0.916050174,0.088927901,-0.150883227,0.047121054,0.041410323,0.031606295,0.091752024
1809720,ROSSVILLE CON SCHOOL DISTRICT,IN,IN,0.819574324,0.958824461,0.087183117,0.06643166,0.061610523,0.052264507,0.039873931,0.11786054
1809750,RUSH COUNTY SCHOOLS,IN,IN,0.368935373,1.042251857,0.097927871,0.042844897,0.053180092,0.046222556,0.035139007,0.102884569
1809810,SALEM COMMUNITY SCHOOLS,IN,IN,0.063890177,0.992430822,0.058522456,0.229903445,0.054319718,0.04741516,0.035894104,0.105020752
1809840,DALEVILLE COMMUNITY SCHOOLS,IN,IN,0.553346572,1.107352519,0.210497245,0.043654518,0.067056631,0.055879537,0.042305757,0.1277506
1809990,SCOTT COUNTY SCHOOL DISTRICT 1,IN,IN,-0.302846278,1.052166507,0.181441228,0.552374072,0.059212299,0.05028407,0.038575186,0.113787671
1810020,SCOTT COUNTY SCHOOL DISTRICT 2,IN,IN,-0.086534822,1.088689504,0.120519721,-0.117788915,0.052419666,0.045446672,0.034596114,0.101468401
1810080,SEYMOUR COMMUNITY SCHOOLS,IN,IN,-0.026854463,0.917259451,0.004104405,0.209729098,0.050236479,0.043625473,0.03349525,0.097447672
1810110,M S D SHAKAMAK SCHOOLS,IN,IN,-0.416812237,0.945402436,0.206445929,0.284830362,0.068842252,0.057983525,0.043733977,0.130576839
1810140,SHELBYVILLE CENTRAL SCHOOLS,IN,IN,0.858768672,1.116641819,0.191290941,0.005382251,0.050410113,0.043896148,0.033487942,0.097803896
1810170,SHOALS COMMUNITY SCHOOL CORP,IN,IN,-0.053270181,0.867372074,0.068182062,0.391112813,0.072163719,0.059536851,0.045254575,0.136203976
1810230,SMITH-GREEN COMMUNITY SCHOOLS,IN,IN,0.385449717,0.887521984,0.031542566,-0.006577161,0.061261175,0.052318651,0.03936794,0.117367163
1810260,SOUTH ADAMS SCHOOLS,IN,IN,0.69858723,1.238727993,0.205900369,0.294772784,0.059483764,0.050882083,0.038467423,0.114418141
1810290,SOUTH BEND COMMUNITY SCH CORP,IN,IN,-0.808397815,1.073557569,0.146158724,0.190293675,0.045458382,0.040002144,0.030601755,0.088653836
1810350,SOUTH GIBSON SCHOOL CORP,IN,IN,0.844055597,1.097395395,0.08425966,-0.472165423,0.054901045,0.047266723,0.036159486,0.106054781
1810360,SOUTH HARRISON COM SCHOOLS,IN,IN,0.311959245,0.910895591,0.079185535,0.07672516,0.052344745,0.045586569,0.034719827,0.101358676
1810380,SOUTH HENRY SCHOOL CORP,IN,IN,0.044377436,0.894773394,0.040850489,0.081377529,0.066068822,0.054421823,0.042190939,0.125879168
1810410,SOUTH KNOX SCHOOL CORP,IN,IN,0.584694218,0.823343855,0.035669723,0.0751918,0.057682633,0.049426251,0.037769219,0.110958589
1810440,SOUTH MADISON COM SCH CORP,IN,IN,0.633921164,1.059252081,0.111200588,0.001988221,0.048833853,0.042449845,0.032593014,0.094914386
1810450,SOUTH MONTGOMERY COM SCH CORP,IN,IN,0.839386754,1.022825576,0.023120974,0.322234366,0.05476669,0.047986261,0.036238178,0.105764694
1810470,SOUTH NEWTON SCHOOL CORP,IN,IN,0.712192615,0.855235274,0.066211156,0.014559425,0.066629606,0.055226823,0.042896119,0.126620092
1810500,SOUTH PUTNAM COMMUNITY SCHOOLS,IN,IN,0.206488684,1.019979822,0.076329182,0.396875971,0.061622783,0.051774861,0.040040967,0.117987887
1810530,SOUTH RIPLEY COM SCH CORP,IN,IN,0.704598024,1.31231992,0.349703976,0.009637593,0.060754618,0.051952829,0.039167673,0.116349024
1810560,SOUTH SPENCER COUNTY SCH CORP,IN,IN,0.582800329,1.075407531,0.118365919,-0.031262445,0.05891998,0.050313801,0.0384988,0.11336344
1810590,SOUTH VERMILLION COM SCH CORP,IN,IN,-0.153059291,1.220671547,0.224577081,-0.289943382,0.053784424,0.046121458,0.035452025,0.103949456
1810620,SOUTHEAST FOUNTAIN SCHOOL CORP,IN,IN,-0.129034586,0.976000208,0.069893295,0.010267093,0.061540037,0.052193935,0.039905728,0.117579581
1810640,SOUTHEAST DUBOIS CO SCH CORP,IN,IN,1.531555711,1.037533375,0.204031863,0.665608053,0.059822268,0.050658605,0.038827039,0.114684752
1810650,HAMILTON SOUTHEASTERN SCHOOLS,IN,IN,1.829316017,1.089447268,-0.01985277,0.249334213,0.045363237,0.039934584,0.03056673,0.088489712
1810680,SOUTHEASTERN SCHOOL CORP,IN,IN,0.112739345,0.99366362,0.047735507,-0.034237969,0.05722398,0.048956469,0.037275161,0.11032405
1810710,SOUTHERN HANCOCK CO COM SCH CORP,IN,IN,0.871534442,1.084864126,0.094250341,-0.292900312,0.05062125,0.043940644,0.033596285,0.098230132
1810740,RANDOLPH SOUTHERN SCHOOL CORP,IN,IN,0.248434558,0.854367476,0.120046103,-0.064451895,0.072072474,0.059214918,0.045056496,0.136044486
1810770,SOUTHERN WELLS COM SCHOOLS,IN,IN,0.580863175,0.993579925,0.115238935,0.074759398,0.064003478,0.054250044,0.041402362,0.122503861
1810800,SOUTHWESTERN-JEFFERSON CO CON,IN,IN,-0.185503812,0.765916216,0.039771746,0.040482985,0.061342204,0.052196772,0.039346422,0.117345101
1810830,SOUTHWESTERN CON SCH SHELBY CO,IN,IN,0.219048855,1.153045751,0.209200239,-0.106045461,0.068816908,0.057171054,0.043896976,0.130811718
1810860,SOUTHWEST SCHOOL CORP,IN,IN,0.424755424,1.247938375,0.200489337,-0.103135133,0.056256951,0.048300632,0.036722511,0.108401906
1810870,SOUTHWEST DUBOIS CO SCH CORP,IN,IN,0.864607914,1.222055312,0.196224687,0.868421508,0.056776109,0.049000184,0.03718921,0.109423069
1810900,SOUTHWEST PARKE COM SCH CORP,IN,IN,-0.19703512,0.79178664,0.00249012,0.332127385,0.065126142,0.054760253,0.041779342,0.124170805
1810920,SCHOOL TOWN OF SPEEDWAY,IN,IN,0.851117569,1.189922612,0.11018732,0.171629633,0.057712721,0.049859262,0.03778844,0.110981426
1810950,SPENCER-OWEN COMMUNITY SCHOOLS,IN,IN,0.251736722,1.096558372,0.20377343,-0.093231262,0.052394868,0.045401656,0.034796621,0.101459169
1810980,SPRINGS VALLEY COM SCHOOL CORP,IN,IN,0.754102499,0.932560985,0.134329439,0.449515312,0.067371674,0.056727125,0.042710688,0.127867444
1811100,M S D STEUBEN COUNTY,IN,IN,0.289233922,1.024894138,0.132380469,0.031332165,0.051953387,0.045087443,0.034485353,0.100615436
1811190,SUNMAN-DEARBORN COM SCH CORP,IN,IN,0.689657776,0.931502779,0.070633347,0.06087695,0.048937322,0.042737433,0.032693514,0.095114484
1811220,SWITZERLAND COUNTY SCHOOL CORP,IN,IN,0.09758362,0.999693138,0.076568637,-0.009457902,0.057710923,0.048757543,0.037543007,0.111040234
1811250,TAYLOR COMMUNITY SCHOOL CORP,IN,IN,0.018599749,0.967044538,-0.003508496,-0.035942222,0.058860934,0.050726612,0.038687042,0.113135617
1811260,TELL CITY-TROY TWP SCHOOL CORP,IN,IN,0.802368647,1.163603994,0.22274276,-0.169289386,0.059231494,0.050633808,0.038637357,0.113860011
1811340,TIPPECANOE SCHOOL CORP,IN,IN,0.678087543,1.050753455,0.143531591,0.050195757,0.046135664,0.040468623,0.030983266,0.08991923
1811370,TIPPECANOE VALLEY SCHOOL CORP,IN,IN,-0.02045922,0.84452954,0.048510794,-0.036469676,0.055108128,0.047681926,0.036310231,0.106390184
1811400,TIPTON COMMUNITY SCHOOL CORP,IN,IN,0.456767725,0.907607318,0.127775077,0.15780598,0.05495033,0.047235155,0.035882745,0.106102591
1811430,TRI-COUNTY SCHOOL CORP,IN,IN,0.357912339,0.928619868,0.083399491,-0.065850238,0.06852223,0.057556272,0.043251568,0.129980153
1811460,TRI-CREEK SCHOOL CORPORATION,IN,IN,0.674174019,1.030527728,-0.01000398,0.295102841,0.05009895,0.043559191,0.033343475,0.097271744
1811490,TRITON SCHOOL CORPORATION,IN,IN,0.231728358,0.955947328,0.149616747,0.315463564,0.060376818,0.051043028,0.038960571,0.115844343
1811550,TURKEY RUN COMMUNITY SCH CORP,IN,IN,0.338894378,0.853337998,0.05533671,0.120283025,0.086682014,0.071354501,0.058243948,0.151821607
1811580,TWIN LAKES SCHOOL CORP,IN,IN,0.35453929,1.073835601,0.118731815,0.236989117,0.052869345,0.045541679,0.034905984,0.102283507
1811610,UNION CO/CLG CORNER JOINT SCH DIST,IN,IN,0.634391531,1.014012658,0.087073728,0.219637892,0.057125958,0.049060438,0.037660061,0.110027212
1811700,UNION TOWNSHIP SCHOOL CORP,IN,IN,1.11706518,0.997704708,0.091502642,-0.23087256,0.05596608,0.048420516,0.036904302,0.108043635
1811730,UNION SCHOOL CORPORATION,IN,IN,0.146374598,0.803618109,0.060981835,0.485794016,0.085266475,0.066113256,0.052132575,0.157371582
1811910,UNION-NORTH UNITED SCHOOL CORP,IN,IN,0.34300351,0.74324559,-0.054872753,0.14084237,0.061241323,0.052155201,0.040219651,0.11725939
1811970,VALPARAISO COMMUNITY SCHOOLS,IN,IN,1.386476359,0.962081676,0.070650267,-0.331834837,0.047796339,0.041863828,0.032007733,0.093006856
1812060,CROTHERSVILLE COMMUNITY SCHOOLS,IN,IN,-0.107420191,0.827598432,0.155121819,0.285486882,0.074784793,0.06160906,0.04638087,0.140542306
1812090,VIGO COUNTY SCHOOL CORP,IN,IN,0.272955051,0.971292658,0.115005264,0.07737829,0.045638676,0.040144518,0.030701525,0.088988817
1812120,VINCENNES COMMUNITY SCH CORP,IN,IN,-0.377314504,0.8062558,0.030076979,-0.456672691,0.052453471,0.045353833,0.034539493,0.101510831
1812150,WABASH CITY SCHOOLS,IN,IN,0.133890079,0.878846884,0.058691701,0.218381006,0.058336984,0.049824468,0.038249771,0.11226371
1812180,M S D WABASH COUNTY SCHOOLS,IN,IN,0.277781071,0.844392474,-0.013473367,0.030415457,0.05489066,0.047707719,0.036037709,0.106007236
1812240,WA-NEE COMMUNITY SCHOOLS,IN,IN,1.022024876,1.092166475,0.161821346,0.073202272,0.051835691,0.044601243,0.034448598,0.100413108
1812360,M S D WARREN TOWNSHIP,IN,IN,-0.086248977,0.846037712,-0.00054157,0.419836501,0.046136299,0.040555649,0.030999593,0.089907676
1812390,WARRICK COUNTY SCHOOL CORP,IN,IN,1.018521199,1.029144102,0.111739626,0.016509419,0.046307635,0.040652345,0.031132246,0.090233091
1812420,WARSAW COMMUNITY SCHOOLS,IN,IN,0.721427847,1.104557178,0.13322726,-0.082729302,0.047991465,0.041956794,0.032083678,0.093350405
1812450,WASHINGTON COM SCHOOLS,IN,IN,0.168737529,0.953716319,0.058652122,0.389087207,0.054013593,0.046889306,0.035657197,0.104306895
1812720,M S D WASHINGTON TOWNSHIP,IN,IN,0.240853496,0.917473756,-0.023949943,0.210778948,0.046505987,0.040852733,0.03122901,0.090604453
1812810,M S D WAYNE TOWNSHIP,IN,IN,-0.510893495,0.90301995,-0.031511792,0.401308332,0.045662613,0.040156548,0.03073233,0.089034753
1812870,WEST LAFAYETTE COM SCHOOL CORP,IN,IN,2.764236165,1.176173772,0.101395274,0.158549113,0.06043402,0.051048343,0.039132113,0.116616554
1812880,FRANKTON-LAPEL COMMUNITY SCHS,IN,IN,0.650256957,0.998198646,0.092286903,0.141914531,0.05184357,0.045164644,0.034462537,0.100446003
1812900,WEST NOBLE SCHOOL CORPORATION,IN,IN,-0.296597519,1.012645284,0.101488632,0.534037025,0.052941088,0.045840382,0.035077561,0.102378178
1812930,WEST WASHINGTON SCHOOL CORP,IN,IN,0.419728169,1.011726149,0.255423422,0.215675285,0.065086085,0.055029606,0.041365245,0.124051798
1812990,WESTERN BOONE CO COM SCH DIST,IN,IN,0.79385628,1.155200777,0.128988635,0.201442822,0.055817242,0.047724282,0.036585229,0.107701496
1813050,WESTERN WAYNE SCHOOLS,IN,IN,0.184580584,1.000010488,0.23836398,-0.189904333,0.061533692,0.051611747,0.039446802,0.117824382
1813080,WESTFIELD-WASHINGTON SCHOOLS,IN,IN,1.427273491,0.994481172,0.081695313,0.047357692,0.047590683,0.041704197,0.031891356,0.092633784
1813110,WESTVIEW SCHOOL CORPORATION,IN,IN,0.747981846,1.012985701,0.01829459,0.328911101,0.052362813,0.044971418,0.034725596,0.10137375
1813200,WHITING SCHOOL CITY,IN,IN,-0.17961135,1.026379865,0.086876932,0.189369904,0.063206135,0.053536183,0.040655349,0.121119947
1813230,WHITKO COMMUNITY SCHOOL CORP,IN,IN,0.036537706,0.915051093,-0.021896108,-0.226841563,0.055828083,0.048268734,0.036814806,0.107775404
1900006,NORTH FAYETTE COMM SCHOOL DISTRICT,IA,IA,0.708565902,0.854579756,-0.012394426,-0.243850062,0.066942153,0.055037879,0.042644979,0.127590988
1900009,COLFAX-MINGO COMM SCHOOL DISTRICT,IA,IA,0.080847087,1.042978318,0.225850881,0.328692313,0.069913545,0.057871983,0.04379817,0.132159635
1900015,SIBLEY-OCHEYEDAN COMM SCHOOL DISTRICT,IA,IA,0.131868491,1.022952871,0.020091762,0.07358133,0.069287549,0.056576751,0.043037714,0.131186792
1900021,OKOBOJI COMM SCHOOL DISTRICT,IA,IA,1.03073949,0.885796905,0.104251552,-0.35904489,0.066034377,0.054527067,0.04183144,0.12578085
1900022,UNION COMM SCHOOL DISTRICT,IA,IA,0.172313634,0.914465737,-0.014636069,-0.17580492,0.060729647,0.051698647,0.039232292,0.116673854
1900023,SIOUX CENTRAL COMM SCHOOL DISTRICT,IA,IA,-0.247100154,0.941844835,0.098910235,-0.15810295,0.075250819,0.060374503,0.046538935,0.141542369
1900024,SOUTHERN CAL COMM SCHOOL DISTRICT,IA,IA,0.191859947,0.859446773,-0.050887394,0.15438645,0.114823034,0.089216583,0.069762386,0.178512379
1900025,PANORAMA COMM SCHOOL DISTRICT,IA,IA,0.299206128,0.981232071,-0.00967627,-0.246857582,0.06751673,0.055854194,0.043000315,0.128506074
1900026,SOUTH O'BRIEN COMM SCHOOL DISTRICT,IA,IA,0.589272509,1.159267987,0.126910377,0.19485249,0.074473797,0.060223066,0.046256762,0.14042382
1900027,RIVERSIDE COMM SCHOOL DISTRICT,IA,IA,-0.037172612,1.084860241,0.055967731,0.013144466,0.074855661,0.061090481,0.04645799,0.140976727
1900028,PRAIRIE VALLEY COMM SCHOOL DISTRICT,IA,IA,0.339228228,0.905318349,0.124960204,-0.032374393,0.072443219,0.057520409,0.044967509,0.13711302
1900040,EAST MARSHALL COMM SCHOOL DISTRICT,IA,IA,0.370085557,1.137809507,0.183718041,0.386633428,0.068076797,0.055739765,0.043392962,0.1294037
1900060,GMG COMM SCHOOL DISTRICT,IA,IA,0.300299254,1.058284303,0.07735426,0.259757734,0.079838667,0.063559879,0.048289401,0.148996524
1903060,AGWSR COMM SCHOOL DISTRICT,IA,IA,0.318452981,1.140251361,0.19341724,0.029515172,0.076402324,0.06122389,0.046802845,0.143403515
1903090,ADAIR-CASEY COMM SCHOOL DISTRICT,IA,IA,-0.036770624,1.05112052,0.180402799,0.384993044,0.101149727,0.078259127,0.05739354,0.181496491
1903150,ADEL DESOTO MINBURN COMM SCHOOL DISTRICT,IA,IA,0.889072312,1.151680304,0.106456034,-0.19006121,0.057717211,0.048791005,0.037846548,0.111152007
1903220,AKRON WESTFIELD COMM SCHOOL DISTRICT,IA,IA,0.314893934,1.026500043,0.099684493,-0.401124573,0.077283297,0.061943913,0.047351495,0.14498525
1903270,ALBIA COMM SCHOOL DISTRICT,IA,IA,0.128158099,1.048959156,0.050356176,-0.389341231,0.061236409,0.051480973,0.039725861,0.117259094
1903300,ALBURNETT COMM SCHOOL DISTRICT,IA,IA,0.593357974,0.995605176,0.186527117,0.136318705,0.072154791,0.059626422,0.044916962,0.136576517
1903360,ALGONA COMM SCHOOL DISTRICT,IA,IA,0.373806486,0.875057516,-0.074370315,-0.253591159,0.060975067,0.051214594,0.039548477,0.116867605
1903390,ALLAMAKEE COMM SCHOOL DISTRICT,IA,IA,0.546454485,1.012879946,0.042972158,-0.383437257,0.06196202,0.051897371,0.03980332,0.118562106
1903450,ALLISON-BRISTOW COMM SCHOOL DISTRICT,IA,IA,0.534353014,0.938255928,-0.012321713,0.090407691,0.080596407,0.067058934,0.047960133,0.148222997
1903480,ALTA COMM SCHOOL DISTRICT,IA,IA,-0.045152144,0.969542017,-0.056020837,0.067965453,0.093782359,0.080676146,0.055046009,0.16105527
1903540,AMES COMM SCHOOL DISTRICT,IA,IA,1.618245656,1.261186714,0.208268773,0.095386871,0.052036687,0.044822505,0.034497732,0.100869194
1903570,ANAMOSA COMM SCHOOL DISTRICT,IA,IA,0.33557059,0.97792556,0.100260553,0.207953134,0.06140579,0.051770185,0.040221082,0.117686311
1903630,ANDREW COMM SCHOOL DISTRICT,IA,IA,-0.016323499,0.953662504,0.014289329,-0.301832275,0.158546018,0.097727442,0.068092085,0.22832883
1903660,ANITA COMM SCHOOL DISTRICT,IA,IA,0.649969338,0.964083242,0.036568228,-0.161645985,0.412047567,0.142673665,0.098111677,0.351209471
1903690,ANKENY COMM SCHOOL DISTRICT,IA,IA,1.407282307,1.255467105,0.285228982,0.068030353,0.046509563,0.040550937,0.031255367,0.090605263
