district_nces_code,district_name,redfin_metro,metropolitan_division,metropolitan_statistical_area,num_top_schools,percent_top_schools,avg_school_rating,best_rating,percent_students_in_top_schools,total_students,median_sale_price,median_sale_price_per_sqft,total_sales
4813290,Celina Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,8.0,8,0.0,462,254000,104.45161290322581,776
4813710,Charlotte Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,7.0,7,0.0,223,71900,73.51738241308793,3
4813800,Chico Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,8.0,8,0.0,284,171500,95.40034071550255,104
4814280,Clear Creek Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",16,0.615384615384615,8.19,10,0.638172243204426,18799,212000,94.25133689839572,10875
4814310,Cleburne Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,3.43,7,0.0,3349,120000,75.66539923954373,1270
4814370,Cleveland Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,3.5,4,0.0,1175,94500,57.81499202551834,328
4814430,Clint Independent School District,"El Paso, TX","El Paso, TX","El Paso, TX",0,0.0,5.17,7,0.0,5901,111500,75.07733097657976,132
4814730,Comal Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",8,0.470588235294118,7.76,10,0.466167859466493,9222,279900,118.15252416756177,5307
4814790,Comfort Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,5.0,5,0.0,536,325000,140.2439024390244,143
4814820,Commerce Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,4.0,4,0.0,360,86500,48.67256637168141,254
4814850,Community Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,6.0,6,0.0,396,189990,91.89655172413794,729
4815000,Conroe Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",20,0.512820512820513,8.05,10,0.530293052354297,30370,237500,102.70270270270271,14911
4815210,Coppell Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",9,1.0,9.56,10,1.0,4811,329900,138.0597014925373,2086
4815420,Coupland Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",0,0.0,6.0,6,0.0,142,154000,87.54974417282547,12
4815510,Crandall Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,7.33,8,0.0,1605,152000,83.81962864721486,810
4815750,Crosby Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,6.0,7,0.0,1694,157000,82.16244131455399,1165
4815910,Crowley Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,3.93,8,0.0,8205,150000,75.53317535545024,4673
4816110,Cypress-Fairbanks Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",19,0.358490566037736,7.0,10,0.364478005157795,53899,185000,85.0383631713555,23223
4816140,d'Hanis Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,7.0,7,0.0,342,34900,35.72159672466735,1
4816230,Dallas Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",9,0.0612244897959184,3.28,10,0.0453560977857653,86802,250000,149.21549791866795,26941
4816260,Damon Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,2.0,2,0.0,189,59900,48.758865248226954,25
4816290,Danbury Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",1,1.0,9.0,9,1.0,423,208000,105.46875,64
4816410,Dayton Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,2.5,3,0.0,1541,135000,79.94579945799458,520
4816530,Deer Park Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",3,0.5,8.0,10,0.517425174251743,4878,151000,85.6415006947661,1526
4816620,Del Valle Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",0,0.0,2.38,4,0.0,5989,158500,106.27394636015326,1744
4816740,Denton Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",5,0.238095238095238,6.0,10,0.231003990922607,12779,205500,97.92284866468843,9337
4816860,Desoto Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,2.17,4,0.0,3561,158000,68.09116809116809,1817
4816920,Devers Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",1,1.0,10.0,10,1.0,131,116000,60.0,8
4816950,Devine Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,6.0,6,0.0,437,146000,89.69578017664377,125
4817070,Dickinson Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",1,0.125,6.25,9,0.13480120386504,6313,170000,88.15612382234185,2643
4817640,Duncanville Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,4.0,7,0.0,6806,142000,74.08707865168539,1979
4817700,Eagle Mt-Saginaw Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,5.0,8,0.0,8698,165000,83.64312267657992,5647
4817760,Eanes Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",6,1.0,10.0,10,1.0,3491,760000,252.4630541871921,1567
4817850,East Central Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,4.29,7,0.0,4305,159500,85.65891472868218,1505
4817880,East Chambers Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,5.5,6,0.0,841,115900,77.41167129813418,30
4818150,Edgewood Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,2.6,5,0.0,5876,67000,56.49157581764123,387
4818180,Edinburg Consolidated Independent School District,"McAllen, TX","McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX",9,0.290322580645161,7.03,10,0.273437044805687,17163,116500,76.64473684210526,1
4818300,El Paso Independent School District,"El Paso, TX","El Paso, TX","El Paso, TX",10,0.172413793103448,5.84,10,0.188412088829521,29945,149100,83.89786347055758,995
4818360,Elgin Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",0,0.0,2.0,3,0.0,2018,149500,87.21389108129439,805
4818540,Ennis Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",2,0.333333333333333,8.0,10,0.231271609681137,2603,127000,76.08695652173913,593
4818810,Everman Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,4.0,7,0.0,2875,101000,66.76036542515811,715
4818900,Fabens Independent School District,"El Paso, TX","El Paso, TX","El Paso, TX",0,0.0,6.0,7,0.0,1077,79770,45.897583429229,2
4819080,Farmersville Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,8.0,8,0.0,490,163000,91.87082405345211,283
4819170,Ferris Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,4.5,6,0.0,1061,131500,72.18745218056618,176
4819320,Florence Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",0,0.0,2.0,2,0.0,448,189900,102.30654761904762,79
4819350,Floresville Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,5.0,5,0.0,1807,240000,117.9718875502008,514
4819560,Forney Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",3,0.333333333333333,7.89,9,0.311170212765957,4888,196000,90.32493610806864,2661
4819650,Fort Bend Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",16,0.355555555555556,6.47,10,0.414480198019802,32320,227000,94.63113171108536,15249
4819700,Fort Worth Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",6,0.0740740740740741,3.28,10,0.0648371531966224,46424,148500,85.16483516483517,12188
4819950,Friendswood Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",3,0.75,8.75,10,0.740618556701031,2425,330000,109.82522437411431,1350
4820010,Frisco Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",25,0.757575757575758,9.09,10,0.765889160112106,22122,292533,113.74333228741763,11393
4820130,Ft Hancock Independent School District,"El Paso, TX","El Paso, TX","El Paso, TX",0,0.0,1.0,1,0.0,217,153364,102.16924110141034,18
4820160,Ft Sam Houston Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,8.0,8,0.0,837,250000,79.47962690230732,9
4820250,Galena Park Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,6.27,8,0.0,10994,106000,64.49451887941535,1160
4820280,Galveston Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",2,0.5,6.75,9,0.414783427495292,2124,187500,149.7872340425532,3996
4820340,Garland Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",9,0.191489361702128,5.57,10,0.199724201333027,26106,162300,87.22729075763586,9609
4820370,Garner Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",1,1.0,9.0,9,1.0,199,229900,115.84327086882453,49
4820600,Georgetown Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",2,0.25,6.63,10,0.233891425672248,3942,240000,115.38461538461539,3777
4820850,Glen Rose Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,8.0,8,0.0,384,195000,101.96374622356495,270
4820960,Godley Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",1,0.5,8.0,9,0.613502935420744,1022,187500,97.09302325581395,305
4821150,Goose Creek Consolidated Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,5.0,8,0.0,9798,129000,70.94594594594595,2451
4821390,Granbury Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",1,0.2,6.2,9,0.209171075837742,2835,183000,95.61752988047809,3286
4821420,Grand Prairie Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",2,0.0909090909090909,4.27,10,0.0973629320619785,13424,144000,77.50163505559189,2819
4821590,Granger Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",0,0.0,5.0,5,0.0,426,155000,88.30950378469302,37
4821660,Grapevine-Colleyville Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",9,0.818181818181818,9.18,10,0.780875147829025,5919,329000,130.11152416356876,3210
4821720,Greenville Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",1,0.2,4.2,10,0.26041209995616,2281,116000,65.28835690968444,840
4822380,Hardin Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,5.0,6,0.0,773,130800,74.16462917685412,116
4822470,Harlandale Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,2.62,5,0.0,8133,78500,65.51059730250482,536
4822920,Hempstead Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,2.0,2,0.0,314,145000,77.59784075573549,163
4823160,High Island Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,2.0,2,0.0,55,234900,166.83238636363637,26
4823250,Highland Park Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",5,1.0,10.0,10,1.0,3862,1175000,324.20924574209243,1505
4823310,Hitchcock Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,2.5,3,0.0,881,162000,83.71900826446281,407
4823430,Hondo Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,5.0,5,0.0,466,155000,92.19422249539029,131
4823640,Houston Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",22,0.140127388535032,4.08,10,0.154134890917247,109229,296500,160.1078167115903,37455
4823820,Huffman Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,4.5,5,0.0,1000,182000,96.31490787269682,637
4823880,Hull-Daisetta Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,2.0,2,0.0,254,49900,33.78378378378378,20
4823910,Humble Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",13,0.481481481481481,6.93,10,0.502608695652174,18400,204000,85.37886872998932,10590
4824060,Hurst-Euless-Bedford Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",7,0.368421052631579,8.0,10,0.365442799901873,12229,175000,96.06373008434863,4969
4824100,Hutto Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",0,0.0,7.25,8,0.0,2772,174995,92.06137424949966,1622
4824420,Irving Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,3.75,6,0.0,16022,150350,92.6086956521739,3434
4824450,Italy Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,8.0,8,0.0,329,103000,67.0876085240726,72
4824600,Jarrell Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",0,0.0,5.0,5,0.0,479,177500,113.55311355311355,883
4824930,Joshua Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",2,0.4,7.4,10,0.418194640338505,2836,170000,84.85660731021555,957
4824960,Jourdanton Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,4.0,4,0.0,775,132500,93.1306990881459,33
4824990,Judson Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",2,0.117647058823529,4.94,10,0.093781027168517,11079,140000,74.53132144490169,5578
4825170,Katy Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",20,0.571428571428571,8.37,10,0.6011779156562,31751,239000,98.39132061354283,14475
4825200,Kaufman Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,3.5,4,0.0,1131,125000,73.92303273980471,513
4825230,Keene Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,3.0,3,0.0,448,95000,64.01494927923117,101
4825260,Keller Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",13,0.481481481481481,7.78,10,0.443836769036601,16639,214526,95.66517189835575,10338
4825320,Kemp Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,3.0,3,0.0,307,94000,56.14003590664273,219
4825740,Klein Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",15,0.517241379310345,7.48,10,0.526845338794408,22462,184500,81.59392789373814,11907
4825980,Krum Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,6.5,7,0.0,607,172500,93.17098994176813,408
4826190,La Porte Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",5,0.714285714285714,8.43,10,0.73392520850148,3717,149900,84.13323782234957,1824
4826400,Lago Vista Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",1,1.0,10.0,10,1.0,526,243200,126.23331398723157,928
4826430,Lake Dallas Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",1,0.333333333333333,7.33,9,0.302028985507246,1725,189000,93.61997226074897,1251
4826470,Lake Travis Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",5,1.0,9.8,10,1.0,3650,427000,155.92635212888376,3658
4826490,Lake Worth Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,3.5,7,0.0,1976,127900,72.0524017467249,418
4826580,Lamar Consolidated Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",10,0.476190476190476,7.29,10,0.503637776365049,14157,238000,96.5909090909091,8388
4826670,Lancaster Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,3.0,7,0.0,3658,125299,65.98240469208211,1142
4827030,Leander Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",12,0.521739130434783,7.65,10,0.552966360856269,16350,267000,118.11023622047244,10791
4827300,Lewisville Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",17,0.435897435897436,6.64,10,0.42068190657275,23141,260000,113.69426751592357,12873
4827300,Lewisville Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",1,1.0,10.0,10,1.0,667,260000,113.69426751592357,12873
4827420,Liberty Hill Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",1,0.5,8.0,9,0.617781851512374,1091,320000,128.07125307125307,1084
4827450,Liberty Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,7.0,7,0.0,616,120000,69.6763553906411,209
4827630,Lipan Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,3.0,3,0.0,213,158000,99.43181818181819,43
4827720,Little Elm Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,6.2,7,0.0,3215,212500,100.66445182724253,2531
4828020,Lone Oak Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",1,1.0,9.0,9,1.0,433,182400,88.36524300441826,143
4828380,Lovejoy Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",3,1.0,10.0,10,1.0,1248,450000,143.44430743937525,792
4828590,Luling Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",0,0.0,1.0,1,0.0,419,235000,130.33832501386578,3
4828650,Lytle Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,1.0,1,0.0,524,215100,114.11889596602973,61
4828740,Magnolia Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",1,0.125,6.25,9,0.112328290732047,5751,244000,108.8785046728972,2928
4828890,Manor Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",0,0.0,2.57,6,0.0,4869,182900,101.19047619047619,1711
4828920,Mansfield Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",15,0.535714285714286,7.89,10,0.524617711309024,17853,203500,87.76328986960883,7773
4829100,Marion Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,8.0,8,0.0,290,300000,126.58227848101266,86
4829580,Maypearl Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,6.0,6,0.0,371,192500,98.4996738421396,153
4829670,McAllen Independent School District,"McAllen, TX","McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX",4,0.2,5.85,10,0.242980378890392,11824,124900,60.6953642384106,2
4829760,McDade Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",0,0.0,5.0,5,0.0,206,219000,116.20603015075378,30
4829850,McKinney Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",11,0.55,7.45,10,0.573366555924695,10836,260000,107.26805328347744,7039
4830030,Medina Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,7.0,7,0.0,269,227000,138.82783882783883,38
4830120,Melissa Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",1,0.5,9.0,10,0.403654485049834,1204,233000,97.83068783068784,833
4830250,Mercedes Independent School District,"McAllen, TX","McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX",0,0.0,3.0,5,0.0,1809,99000,NA,1
4830390,Mesquite Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,5.31,8,0.0,21325,125000,74.65753424657534,4693
4830600,Midlothian Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",4,0.666666666666667,8.67,10,0.652762430939226,3620,234531,97.73976786805132,2234
4830780,Milford Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,4.0,4,0.0,244,80000,58.24541921154914,18
4830870,Millsap Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,6.0,6,0.0,419,187500,102.41260462826195,100
4831260,Montgomery Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",4,0.8,9.0,10,0.823199775847576,3569,229000,105.88558855885589,3943
4832130,Natalia Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,1.0,1,0.0,322,232000,106.01915184678522,80
4832160,Navarro Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",1,0.5,8.5,9,0.447084233261339,926,266800,107.14025198938992,248
4832310,Needville Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0.0,8.0,8,0.0,1591,196700,102.5512756378189,326
4832370,New Braunfels Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",4,0.5,8.63,10,0.462536728697356,4084,245000,119.92263056092844,1655
4832400,New Caney Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",1,0.125,4.63,9,0.140152773165061,6022,199000,90.85648148148148,2195
4832940,North East Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",18,0.391304347826087,6.15,10,0.395587578907097,31366,195000,94.7187141216992,17054
4833120,Northside Independent School District (nisd),"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",20,0.273972602739726,6.79,10,0.24949353893358,50843,174900,89.84375,22788
4833180,Northwest Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",3,0.375,7.25,10,0.43457667258733,5067,215000,96.57836644591612,6345
4833180,Northwest Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",1,0.125,6.88,10,0.0941121928604543,4314,215000,96.57836644591612,6345
4834110,Palmer Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,7.0,7,0.0,829,150000,87.75029446407538,172
4834260,Paradise Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",1,0.5,8.0,10,0.695219123505976,502,202400,105.60519902518278,142
4834320,Pasadena Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",4,0.0930232558139535,5.37,10,0.0768470393163483,31361,125000,76.17051013277428,4302
4834440,Pearland Independent School District,"Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",14,0.933333333333333,9.47,10,0.929162916291629,11110,205000,90.9090909090909,4533
4834500,Peaster Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,6.0,6,0.0,548,207500,104.25844346549192,215
4834830,Pflugerville Independent School District,"Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",3,0.1875,6.44,10,0.244451697127937,9192,201700,103.9651837524178,6048
4834860,Pharr-San Juan-Alamo Independent School District,"McAllen, TX","McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX",1,0.0416666666666667,6.33,9,0.036071497709234,15497,227000,77.9532967032967,2
4834920,Pilot Point Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,4.0,4,0.0,407,173000,97.0,266
4835100,Plano Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",29,0.659090909090909,8.61,10,0.649931022950546,23921,275000,113.42364532019704,12375
4835310,Ponder Independent School District,"Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,7.0,7,0.0,610,171490,92.61931187569367,294
4835340,Poolville Independent School District,"Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0.0,6.0,6,0.0,251,134436,85.85365853658537,89
4835520,Poteet Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,2.5,3,0.0,883,135000,101.94174757281553,24
4835550,Poth Independent School District,"San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0.0,8.0,8,0.0,393,190000,107.7023498694517,48
