LEAID,NAME_LEA15,CBSA,NAME_CBSA15,COUNT,LANDAREA,leaname,fips,stateabb,gsmean_pool,gsgrdslope_pool,gscohslope_pool,gsmathslope_pool,gsmeanse_pool,gsgrdslopese_pool,gscohslopese_pool,gsmathslopese_pool,median_sale_price,median_sale_price_per_sqft,total_sales,district_name,percent_under_30,total_population,percent_drive_alone,mean_commute_time,pop_density
1804350,Hanover Community School Corporation,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,28.760896189480412,HANOVER COMMUNITY SCHOOL CORP,IN,IN,0.499162584,0.869871616,-0.026624687,-0.348456323,0.054252151,0.046597707,0.035558669,0.104790745,225e3,97.82608695652173,3,"Hanover Community School Corporation, Indiana",0.4648064806480648,12791.0,0.8900734009087732,33.89108910891089,444.735793896382
1804560,Highland School Town,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,6.952258079960222,SCHOOL TOWN OF HIGHLAND,IN,IN,0.719084615,0.977803618,-0.040963153,-0.148260019,0.050177601,0.043732155,0.033526558,0.097359428,NA,NA,NA,"Highland School Town, Indiana",0.6420007158196135,23285.0,0.8838405860294759,26.51440586972083,3349.271521884186
1804590,Hobart School City,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,14.703070438936386,SCHOOL CITY OF HOBART,IN,IN,0.200332598,0.974662809,0.101483407,-0.271870426,0.049054556,0.042751423,0.032785001,0.095322804,NA,NA,NA,"Hobart School City, Indiana",0.6122448979591837,23606.0,0.8948933193424274,26.16121557793423,1605.5149907659456
1804620,River Forest Community School Corporation,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,5.927974183664169,RIVER FOREST COMMUNITY SCH CORP,IN,IN,-0.327816777,0.871689164,0.028635034,-0.015751859,0.058088128,0.049161978,0.038213103,0.111572019,NA,NA,NA,"River Forest Community School Corporation, Indiana",0.6897257470323372,6736.0,0.8259289176090469,24.58248055669259,1136.3072427951058
1805280,Kankakee Valley School Corporation,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,202.75482589108515,KANKAKEE VALLEY SCHOOL CORP,IN,IN,0.641634736,0.942439998,-0.001446343,-0.081069402,0.050028455,0.043560443,0.033379544,0.097116652,NA,NA,NA,"Kankakee Valley School Corporation, Indiana",0.4758846198762116,20786.0,0.8570778334091943,31.1339483825762,102.51790510360391
1805450,Lake Central School Corporation,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,39.26870278935657,LAKE CENTRAL SCHOOL CORP,IN,IN,0.843478628,0.92302394,0.019244182,-0.222315582,0.046070258,0.040419615,0.030963666,0.089798993,168e3,120.17788461538461,4,"Lake Central School Corporation, Indiana",0.5182324138560263,66935.0,0.8573164586976496,30.836349259450746,1704.5380989295663
1805460,Lake Ridge Schools,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,12.03437815155901,LAKE RIDGE SCHOOLS,IN,IN,-0.780996292,0.935145347,0.188075059,0.245956648,0.055041315,0.047366945,0.036142556,0.106053867,NA,NA,NA,"Lake Ridge Schools, Indiana",0.6925566343042071,11717.0,0.8501718213058419,23.69625520110957,973.6273742139394
1807350,Munster School Town,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,7.524328298046164,SCHOOL TOWN OF MUNSTER,IN,IN,1.294640203,1.05624751,0.140293369,-0.187882647,0.050410598,0.043844789,0.033499664,0.097898472,295e3,83.60438101559907,7,"Munster School Town, Indiana",0.6098601329233211,23250.0,0.794657134794469,27.882154548159903,3089.976816407294
1807920,North Newton School Corporation,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,238.5071386431135,NORTH NEWTON SCHOOL CORP,IN,IN,0.140998033,0.958286122,0.070973081,0.240712801,0.057311696,0.049524007,0.03746748,0.110437708,NA,NA,NA,"North Newton School Corporation, Indiana",0.35951502372166577,9079.0,0.8302373581011352,37.8690036900369,38.065946586132256
1809000,East Porter County School Corporation,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,131.9531851112824,EAST PORTER COUNTY SCHOOL CORP,IN,IN,1.446259154,0.787672232,0.070437285,-0.31761437,0.052013562,0.044963207,0.03450951,0.100762401,NA,NA,NA,"East Porter County School Corporation, Indiana",0.6250427642832707,13117.0,0.8761873566983295,25.96561751625043,99.4064674447821
1809150,Portage Township Schools,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,35.46719289819106,PORTAGE TOWNSHIP SCHOOLS,IN,IN,0.600167174,0.846144986,-0.001154117,0.207594259,0.04641192,0.040779755,0.031211585,0.090431794,NA,NA,NA,"Portage Township Schools, Indiana",0.580077836346618,47252.0,0.8787457448338687,27.11562145918518,1332.273465668325
1809180,Porter Township School Corporation,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,44.8365737601873,PORTER TOWNSHIP SCHOOL CORP,IN,IN,0.912749355,0.903437855,-0.026115799,-0.169518313,0.057122887,0.048333808,0.037077973,0.110048959,NA,NA,NA,"Porter Township School Corporation, Indiana",0.44551282051282054,9540.0,0.8620392325932313,36.675824175824175,212.77272547687525
1809420,Rensselaer Central School Corporation,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,266.3343007766831,RENSSELAER CENTRAL SCHOOL CORP,IN,IN,0.101579516,0.932492659,0.073676522,-0.028680143,0.056367725,0.04885604,0.03717168,0.108630436,NA,NA,NA,"Rensselaer Central School Corporation, Indiana",0.7524610336341263,10284.0,0.8459220570510245,19.91283839212469,38.61312632285754
1809690,Merrillville Community School,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,49.017633286331964,MERRILLVILLE COMMUNITY SCHOOL,IN,IN,-0.283276529,0.916050174,0.088927901,-0.150883227,0.047121054,0.041410323,0.031606295,0.091752024,NA,NA,NA,"Merrillville Community School, Indiana",0.5879267550227134,48021.0,0.8556431649399469,27.84526764389079,979.6678619608127
1811460,Tri-Creek School Corporation,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,177.7848549877453,TRI-CREEK SCHOOL CORPORATION,IN,IN,0.674174019,1.030527728,-0.01000398,0.295102841,0.05009895,0.043559191,0.033343475,0.097271744,142e3,108.65561694290976,18,"Tri-Creek School Corporation, Indiana",0.4226085031000886,20484.0,0.8704422869471413,34.93855181576617,115.21791325482681
1811700,Union Township School Corporation,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,29.471626895568615,UNION TOWNSHIP SCHOOL CORP,IN,IN,1.11706518,0.997704708,0.091502642,-0.23087256,0.05596608,0.048420516,0.036904302,0.108043635,NA,NA,NA,"Union Township School Corporation, Indiana",0.5300652016421155,8966.0,0.9358669833729216,29.136681960879013,304.22480685476296
1811970,Valparaiso Community Schools,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,29.54094574955565,VALPARAISO COMMUNITY SCHOOLS,IN,IN,1.386476359,0.962081676,0.070650267,-0.331834837,0.047796339,0.041863828,0.032007733,0.093006856,NA,NA,NA,"Valparaiso Community Schools, Indiana",0.6534770945109368,44008.0,0.822820763956905,23.42963268675196,1489.7288791325159
1813200,Whiting School City,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,1.7738356316708817,WHITING SCHOOL CITY,IN,IN,-0.17961135,1.026379865,0.086876932,0.189369904,0.063206135,0.053536183,0.040655349,0.121119947,NA,NA,NA,"Whiting School City, Indiana",0.5790742526518804,4330.0,0.8180085755121487,27.174541947926713,2441.037897023928
5500052,Trevor-Wilmot Consolidated School District,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,10.167220079784151,TREVOR-WILMOT CONSOLIDATED SCHOOL DISTRICT,WI,WI,0.311767435,1.094121636,0.187479196,0.771695808,0.065219599,0.054439578,0.041764126,0.12408912,158e3,99.25925925925925,188,"Trevor-Wilmot Consolidated School District, Wisconsin",0.3990746096009254,3392.0,0.8750719631548647,36.50665124349335,333.62118390103853
5501650,Brighton No. 1 School District,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,33.48050106795862,BRIGHTON #1 SCHOOL DISTRICT,WI,WI,1.507042699,1.053780356,0.04566743,-0.103043503,0.099997386,0.074103976,0.058581243,0.177324039,328e3,138.54351687388987,28,"Brighton No. 1 School District, Wisconsin",0.6496598639455783,1248.0,0.8009188361408882,25.348639455782312,37.275427792039714
5501710,Bristol No. 1 School District,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,33.62753109280816,BRISTOL #1 SCHOOL DISTRICT,WI,WI,0.844887226,1.203518341,0.238863309,0.184370857,0.06488168,0.053546856,0.041335194,0.123622132,271e3,120.02697235333783,178,"Bristol No. 1 School District, Wisconsin",0.4831157136425034,4930.0,0.8453389830508474,29.583520936515082,146.60606472695721
5507320,Kenosha School District,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,85.56256592694623,KENOSHA SCHOOL DISTRICT,WI,WI,-0.041110921,0.956397832,-0.036500338,0.47581444,0.045130584,0.039474649,0.030449814,0.088038221,136e3,92.24730127576055,4815,"Kenosha School District, Wisconsin",0.6830667173409806,128840.0,0.849046091507682,23.84479839684898,1505.798693671766
5511400,Paris Joint No. 1 School District,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,35.91774556484432,PARIS J1 SCHOOL DISTRICT,WI,WI,1.615063247,0.986001531,0.096259834,-0.349591335,0.093775688,0.070017986,0.054557871,0.169008759,324900.0,132.56410256410257,33,"Paris Joint No. 1 School District, Wisconsin",0.5980498374864572,1949.0,0.8593913955928646,25.54712892741062,54.26287116159229
5512390,Randall Joint No. 1 School District,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,16.463785160394558,RANDALL J1 SCHOOL DISTRICT,WI,WI,0.81409278,0.981113927,0.061425921,-0.243623815,0.063221018,0.052272665,0.040370344,0.121012254,182500.0,100.712927756654,284,"Randall Joint No. 1 School District, Wisconsin",0.4769170579029734,5243.0,0.7941285767372724,31.960093896713616,318.45653650854314
5513350,Salem School District,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,17.060780204387054,SALEM SCHOOL DISTRICT,WI,WI,0.398693712,1.070736445,0.015730026,-0.358980861,0.057995523,0.049125196,0.03767022,0.111787577,165e3,104.09722222222223,481,"Salem School District, Wisconsin",0.4437126980860259,9522.0,0.8910217956408718,32.328668450298416,558.122189368074
5513860,Silver Lake Joint No. 1 School District,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,3.975902591054476,SILVER LAKE J1 SCHOOL DISTRICT,WI,WI,0.609692449,1.154952116,0.227190147,0.169923801,0.06769599,0.056682844,0.043122882,0.128821579,16e4,100.59863169897378,192,"Silver Lake Joint No. 1 School District, Wisconsin",0.49463327370304117,4426.0,0.8638698630136986,31.31932021466905,1113.2063471469885
5515090,Twin Lakes No. 4 School District,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,2.6210306765900087,TWIN LAKES #4 SCHOOL DISTRICT,WI,WI,0.129302111,1.10530033,0.099466968,0.322640396,0.072989988,0.059021463,0.045705607,0.137546088,169e3,101.99829931972789,226,"Twin Lakes No. 4 School District, Wisconsin",0.43983402489626555,3780.0,0.8476027397260274,34.084173088322466,1442.1807549836935
5516560,Wheatland Joint No. 1 School District,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1.0,31.189531766170347,WHEATLAND J1 SCHOOL DISTRICT,WI,WI,0.269715529,0.960235852,0.029420083,0.384702233,0.076187777,0.062300897,0.046508601,0.142570915,214900.0,103.04912478825523,157,"Wheatland Joint No. 1 School District, Wisconsin",0.452947259565667,4369.0,0.8837209302325582,40.81437435367115,140.07905064925745
1705790,Belvidere Consolidated Unit School District 100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,0.8359691241812703,BELVIDERE CUSD 100,IL,IL,-0.147177263,0.962366894,0.00896257,-0.331213142,0.047359194,0.041197751,0.031758493,0.092185588,121e3,71.42857142857143,1252,"Belvidere Consolidated Unit School District 100, Illinois",0.6255278716216216,44601.0,0.8585685483870967,28.771378800675677,53352.44892409302
1712840,Dwight Common School District 232,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,34.12348165319685,DWIGHT COMMON SD 232,IL,IL,0.443861376,0.975680063,0.158687592,-0.120728984,0.068773797,0.057306231,0.043560263,0.130077911,9e4,62.54826254826255,146,"Dwight Common School District 232, Illinois",0.6190476190476191,6390.0,0.8436681222707424,25.709750566893423,187.26107918713373
1718420,Harvard Community Unit School District 50,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,100.62628668549807,HARVARD CUSD 50,IL,IL,-1.433041629,1.077189525,0.002841655,-0.119874663,0.054147476,0.04678692,0.035638835,0.104519827,11e4,70.8215297450425,448,"Harvard Community Unit School District 50, Illinois",0.47060991339598307,13495.0,0.7565961908090163,34.72913211719182,134.1100863850604
1722350,Lee Center Community Unit School District 271,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,2.532300921857553,PAW PAW CUSD 271,IL,IL,-0.201470498,0.963012987,0.092698378,-0.256337246,0.14987301,0.107107694,0.074061447,0.231332411,114900.0,68.96551724137932,59,"Lee Center Community Unit School District 271, Illinois",0.4957983193277311,1613.0,0.8623978201634878,34.628851540616246,636.9701112839283
1722870,Leland Community Unit School District 1,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,19.4435572674468,LELAND CUSD 1,IL,IL,0.0898225,1.018220323,0.06137521,0.031398031,0.10800428,0.080396572,0.059354469,0.19017192,137500.0,82.48730964467005,80,"Leland Community Unit School District 1, Illinois",0.420158550396376,1896.0,0.823404255319149,38.08607021517554,97.51302058159702
1724390,Manteno Community Unit School District 5,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,4.565724628839979,MANTENO CUSD 5,IL,IL,0.25611718,1.000725831,-0.057490308,-0.349222319,0.05476518,0.047276627,0.035970671,0.105631563,165e3,97.18172983479106,369,"Manteno Community Unit School District 5, Illinois",0.5619013193565877,12159.0,0.8226950354609929,30.42382071209109,2663.104104701395
1726250,Miller Township Community Consolidated School District,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,2.9870261947159604,MILLER TWP CCSD 210,IL,IL,0.436825149,0.907984214,-0.055558228,-0.462863461,0.091005613,0.071839938,0.053208039,0.166145344,192e3,97.00520833333333,74,"Miller Township Community Consolidated School District, Illinois",0.7225085910652921,2474.0,0.9201030927835051,22.469931271477662,828.248511638933
1728270,Newark Community Consolidated School District 66,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,41.72173268756455,NEWARK CCSD 66,IL,IL,0.574447,1.115333317,0.096681839,-0.058906853,0.093193527,0.070194126,0.054220795,0.167620327,17e4,99.92857142857143,92,"Newark Community Consolidated School District 66, Illinois",0.49393939393939396,2829.0,0.829250720461095,31.920454545454547,67.80638812834356
1731290,Peotone Community Unit School District 207U,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,145.4448232964785,PEOTONE CUSD 207U,IL,IL,0.226602271,1.101158237,0.077423634,-0.408915508,0.056086787,0.047738833,0.036686628,0.108051597,226e3,105.99478714161599,356,"Peotone Community Unit School District 207U, Illinois",0.43857306371613886,10858.0,0.8507791017415215,33.73903090423502,74.65373984378098
1733380,Reed Custer Community Unit School District 255U,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,43.0026119812138,REED CUSTER CUSD 255U,IL,IL,0.133820649,0.88947441,-0.182277206,-0.017166885,0.056860471,0.048874691,0.036987086,0.109474732,132e3,91.0,436,"Reed Custer Community Unit School District 255U, Illinois",0.4516826923076923,9389.0,0.8949609652235628,34.65384615384615,218.33557468792117
1735370,Sandwich Community Unit School District 430,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,33.698226787151135,SANDWICH CUSD 430,IL,IL,0.070405054,0.986110391,0.092560242,0.056318689,0.054473011,0.046394881,0.035828561,0.105141885,157e3,94.82758620689656,502,"Sandwich Community Unit School District 430, Illinois",0.5206984796025892,13348.0,0.8362779740871613,29.193888303477344,396.10392808827214
1735820,Seneca Community Consolidated School District 170,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,16.443488541259647,SENECA CCSD 170,IL,IL,0.573482314,0.923760474,0.054007992,-0.352835609,0.071569875,0.058060928,0.043954017,0.134637229,115e3,84.70394736842105,84,"Seneca Community Consolidated School District 170, Illinois",0.6551724137931034,3549.0,0.8433734939759037,23.363759296822177,215.83011360970792
1736570,Somonauk Community Unit School District 432,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,24.0386619551905,SOMONAUK CUSD 432,IL,IL,0.273333813,0.907156248,-0.054612553,-0.776306862,0.06259086,0.052446431,0.04016335,0.119457252,15e4,90.84848484848484,216,"Somonauk Community Unit School District 432, Illinois",0.486652977412731,5100.0,0.8130952380952381,30.229979466119097,212.15823116555757
1806570,Michigan City Area Schools,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,20.047248481460148,MICHIGAN CITY AREA SCHOOLS,IN,IN,-0.458939862,1.008058971,0.102159555,0.103758371,0.048258988,0.042220204,0.032298891,0.093832606,34e4,190.8514492753623,71,"Michigan City Area Schools, Indiana",0.7494042461005199,48211.0,0.8388595895775678,21.395418110918545,2404.86868033715
1809360,West Central School Corporation,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,38.23218292903287,WEST CENTRAL SCHOOL CORP,IN,IN,0.02840308,0.816497879,-0.064957359,0.1295088,0.06774177,0.056181931,0.043205649,0.128434862,NA,NA,NA,"West Central School Corporation, Indiana",0.6470281543274244,4611.0,0.792,26.77007299270073,120.60519820589384
1810470,South Newton School Corporation,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,163.24758608920175,SOUTH NEWTON SCHOOL CORP,IN,IN,0.712192615,0.855235274,0.066211156,0.014559425,0.066629606,0.055226823,0.042896119,0.126620092,NA,NA,NA,"South Newton School Corporation, Indiana",0.7533333333333333,5173.0,0.8158467566390945,22.83111111111111,31.688064270508534
5515180,Union Grove Joint No. 1 School District,16980,"Chicago-Naperville-Elgin, IL-IN-WI",2.0,1.8900075984908038,UNION GROVE J1 SCHOOL DISTRICT,WI,WI,0.678696649,1.069574824,0.02368795,0.109693788,0.0630555,0.05240306,0.040440373,0.120441453,177700.0,110.108,170,"Union Grove Joint No. 1 School District, Wisconsin",0.7208600528102603,5232.0,0.7898391812865497,21.148623161071296,2768.24283890595
1712930,Earlville Community Unit School District 9,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3.0,3.9430765702389357,EARLVILLE CUSD 9,IL,IL,-0.358277802,1.142778966,0.012950082,0.302440453,0.081293871,0.064760719,0.049192154,0.150714862,85e3,58.69565217391305,96,"Earlville Community Unit School District 9, Illinois",0.5381426202321725,2754.0,0.8258746948738812,29.871475953565504,698.4393914098193
1721300,Hiawatha Community Unit School District 426,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3.0,64.15718065103003,HIAWATHA CUSD 426,IL,IL,-0.169963359,0.865924964,0.023678326,-0.366891217,0.074512785,0.061089749,0.045986711,0.139505248,12e4,58.5,107,"Hiawatha Community Unit School District 426, Illinois",0.4377249820014399,3076.0,0.8744884038199181,34.59683225341973,47.944750202339435
1735970,Indian Creek Community Unit District 425,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3.0,151.7033302857002,INDIAN CREEK CUSD 425,IL,IL,0.786698871,1.214143528,0.061731428,0.13161007,0.069115552,0.057033886,0.042769596,0.130718063,12e4,67.6,157,"Indian Creek Community Unit District 425, Illinois",0.5556745182012848,4240.0,0.8284987277353689,29.143468950749465,27.94928754704912
1811430,Tri-County School Corporation,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3.0,52.28781368871207,TRI-COUNTY SCHOOL CORP,IN,IN,0.357912339,0.928619868,0.083399491,-0.065850238,0.06852223,0.057556272,0.043251568,0.129980153,NA,NA,NA,"Tri-County School Corporation, Indiana",0.7296255506607929,3976.0,0.7547169811320755,20.547907488986784,76.04066262304522
1718840,Herscher Community Unit School District 2,16980,"Chicago-Naperville-Elgin, IL-IN-WI",4.0,8.821543574719264,HERSCHER CUSD 2,IL,IL,0.491402084,1.145868578,0.031008498,-0.114385097,0.055443995,0.04719166,0.036396593,0.106882253,137e3,83.10085836909872,293,"Herscher Community Unit School District 2, Illinois",0.6745038826574633,10432.0,0.8629065459036641,24.52437446074202,1182.5594819818125
0600001,Acton-Agua Dulce Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,214.35432442158015,ACTON-AGUA DULCE UNIFIED,CA,CA,-0.631727531,0.950810761,-0.02425213,-0.519446215,0.068387407,0.058139481,0.041577501,0.132044787,49e4,217.32332707942464,442,"Acton-Agua Dulce Unified School District, California",0.30564924114671166,12121.0,0.7721921136236217,41.290050590219224,56.546561552735895
0600025,Manhattan Beach Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,3.9372336860248005,MANHATTAN BEACH UNIFIED,CA,CA,2.259620403,0.923937756,-0.016165097,-0.693344613,0.062457043,0.053351652,0.038427369,0.121409515,185e4,869.6969696969697,1156,"Manhattan Beach Unified School District, California",0.5030894957145705,35603.0,0.7834425253126861,29.22995149823932,9042.64334788477
0600032,Redondo Beach Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,6.199188181566862,REDONDO BEACH UNIFIED,CA,CA,0.884948906,0.948627912,0.056622599,-0.647625226,0.057006703,0.049084274,0.035282094,0.111064401,805e3,462.2013317665492,2582,"Redondo Beach Unified School District, California",0.5991829726769485,67695.0,0.7910684496950803,28.080281815221575,10919.97823219651
0600153,Alhambra Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,11.759242127762747,ALHAMBRA UNIFIED,CA,CA,0.275486389,1.095018585,0.148190847,0.260743816,0.055381619,0.047579203,0.034342676,0.108517689,53e4,360.57575018297143,1818,"Alhambra Unified School District, California",0.4705815624291008,118366.0,0.7875453226976069,29.549459275504802,10065.78474309549
0601620,ABC Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,14.970270518627869,ABC UNIFIED,CA,CA,0.214695507,1.103955848,0.137120901,0.018557565,0.054611019,0.047016954,0.033916046,0.107049124,43e4,303.030303030303,1853,"ABC Unified School District, California",0.5159138597459967,106144.0,0.779849071124698,29.640971838763114,7090.319434636966
0602610,Anaheim Elementary School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,21.07130033034902,ANAHEIM CITY,CA,CA,-1.32738082,1.13088373,0.075437746,0.454870668,0.072730557,0.058464684,0.036668558,0.108529782,419e3,284.9740932642487,2990,"Anaheim Elementary School District, California",0.6065428128022312,201600.0,0.7306537054229698,26.99365736263242,9567.51585518599
0602630,Anaheim Union High School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,40.52249238220403,ANAHEIM UNION HIGH,CA,CA,-1.018957052,1.077212721,0.144802257,0.141425261,0.261292574,0.112197867,0.061004436,0.389614219,43e4,291.09589041095893,6424,"Anaheim Union High School District, California",0.5672222190216671,395484.0,0.7620204961639693,28.03377097723829,9759.616863391204
0602970,Arcadia Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,12.637289825281044,ARCADIA UNIFIED,CA,CA,2.514239061,1.051593751,0.019035467,-0.139137743,0.062104492,0.052932445,0.038022839,0.121321073,1025e3,488.4004884004884,1694,"Arcadia Unified School District, California",0.49677106877623506,58063.0,0.7901071036596904,30.72691314175008,4594.576907134337
0603600,Azusa Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,148.5929564152421,AZUSA UNIFIED,CA,CA,-1.789801088,0.993523719,0.109543023,0.032355947,0.055123447,0.047604496,0.034299659,0.108306201,353e3,273.9005046863735,1528,"Azusa Unified School District, California",0.5550712886005811,69094.0,0.7493826754024956,28.141597405230083,464.98839290145924
0603690,Baldwin Park Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,8.525688922110842,BALDWIN PARK UNIFIED,CA,CA,-1.179856236,1.124750412,0.148776643,0.31872804,0.054100958,0.046734262,0.033671513,0.10621739,335e3,271.7889908256881,992,"Baldwin Park Unified School District, California",0.5224381971169526,75945.0,0.7633777945952764,30.405387776400758,8907.784543140131
0604110,Bassett Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,3.4756327056341587,BASSETT UNIFIED,CA,CA,-1.242008381,1.123945077,0.082109049,0.163895492,0.058240446,0.049866768,0.035910479,0.113782064,368e3,280.45574057844,373,"Bassett Unified School District, California",0.5097985347985348,27172.0,0.784031760035289,29.84752747252747,7817.857150427015
0604440,Bellflower Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,7.088425506218563,BELLFLOWER UNIFIED,CA,CA,-0.917227203,0.914040631,0.026669403,0.151463366,0.054469376,0.047011662,0.033856238,0.106778898,4e5,296.42857142857144,1351,"Bellflower Unified School District, California",0.5402795791900851,83759.0,0.8132239790310307,28.702839025796223,11816.305317241404
0604830,Beverly Hills Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,5.993008461815272,BEVERLY HILLS UNIFIED,CA,CA,1.151991815,1.137837495,0.114310576,-0.460723071,0.061788576,0.052570673,0.037876982,0.120637662,205e4,795.778665145465,833,"Beverly Hills Unified School District, California",0.6130907598659462,34692.0,0.6946302764785981,23.999726420901442,5788.7453723854505
0605610,Bonita Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,38.38287860793179,BONITA UNIFIED,CA,CA,0.440772574,0.98442926100000006,0.151469912,-0.018528692,0.056071457,0.048009844,0.034758589,0.109954612,5e5,297.1311475409836,1855,"Bonita Unified School District, California",0.5368886537153224,62993.0,0.7875268817204301,30.514778138937185,1641.1744581080627
0605880,Brea-Olinda Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,19.82518567653596,BREA-OLINDA UNIFIED,CA,CA,0.749317644,0.97381125,0.001755756,-0.317792701,0.058146094,0.049595654,0.035907978,0.114022921,58e4,316.301703163017,1227,"Brea-Olinda Unified School District, California",0.512023289665211,36042.0,0.8217539238283393,29.666666666666668,1817.9905393096724
0606360,Buena Park Elementary School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,7.136524184668035,BUENA PARK ELEMENTARY,CA,CA,-0.555597074,1.06366561,0.008190898,0.210725151,0.056269979,0.048264619,0.034905814,0.11026869,43e4,296.2085308056872,936,"Buena Park Elementary School District, California",0.49963336388634283,49934.0,0.7706553343770969,30.74793767186068,6996.963606916263
0606450,Burbank Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,17.317616529497453,BURBANK UNIFIED,CA,CA,-0.010388154,1.029864822,0.127376181,-0.211729922,0.054464382,0.047027497,0.033885492,0.106908211,612e3,414.12084181941617,2367,"Burbank Unified School District, California",0.5876938775510204,104725.0,0.7789772400437175,26.107142857142858,6047.3102532106395
0607440,Capistrano Unified School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,156.91802857773908,CAPISTRANO UNIFIED,CA,CA,0.590837929,1.078182634,0.080098513,-0.75822133,0.053265434,0.046080712,0.033173374,0.104505406,58e4,327.92452830188677,16687,"Capistrano Unified School District, California",0.5661027906475595,357295.0,0.773518425153543,28.10910335473485,2276.953153429351
0607740,Castaic Union Elementary School District,31080,"Los Angeles-Long Beach-Anaheim, CA",1.0,151.40599879227224,CASTAIC UNION ELEMENTARY,CA,CA,-0.264863515,0.967038794,-0.050956067,-0.758297102,0.057979502,0.049823432,0.036058202,0.113908153,44e4,227.43055555555554,894,"Castaic Union Elementary School District, California",0.5718598481383222,30299.0,0.7818197679490535,29.06641661330162,200.117566289893
